date,open,high,low,close,volume
2017-04-14,15179,15200,14890,15034,1028920
2017-04-17,15034,15076,14683,14683,1031640
2017-04-18,14683,14827,14641,14827,534340
2017-04-19,14807,14931,14765,14848,571690
2017-04-20,14848,14848,14641,14641,1002210
2017-04-21,14641,14848,14641,14683,517030
2017-04-24,14683,14786,14517,14517,450210
2017-04-25,14517,14600,14455,14517,656130
2017-04-26,14517,14559,14476,14497,709260
2017-04-27,14559,14600,14352,14414,2240170
2017-04-28,14393,14579,14373,14517,1522920
2017-05-03,14517,14890,14497,14683,899880
2017-05-04,14683,15138,14641,15014,2186490
2017-05-05,15014,15014,14848,14931,783900
2017-05-08,14931,15014,14765,14786,863080
2017-05-09,14786,15138,14745,15076,1633890
2017-05-10,15076,15303,15076,15200,1447800
2017-05-11,15220,15303,15200,15220,1216160
2017-05-12,15200,15220,15034,15076,898130
2017-05-15,15055,15096,14952,15014,1127830
2017-05-16,14931,15055,14890,14910,1005430
2017-05-17,14890,15034,14890,14972,1250660
2017-05-18,14931,15117,14931,15034,1050880
2017-05-19,15055,15200,15014,15200,1089810
2017-05-22,15344,15799,15200,15510,3432310
2017-05-23,15510,15593,15386,15386,1332510
2017-05-24,15365,15737,15324,15613,1579160
2017-05-25,15634,15655,15344,15344,1692550
2017-05-26,15324,15407,15179,15179,1241870
2017-05-29,15344,15469,15055,15055,1697170
2017-05-30,15179,15179,14972,15014,1368210
2017-05-31,15179,15179,14807,14972,1478930
2017-06-01,15055,15158,14972,15014,972860
2017-06-02,15014,15096,14931,15014,1088530
2017-06-05,15055,15427,15034,15386,1909000
2017-06-06,15427,15986,15386,15986,4750190
2017-06-07,16006,16068,15799,15841,2419330
2017-06-08,15799,15841,15634,15675,1634700
2017-06-09,15758,15965,15675,15882,1972850
2017-06-12,15882,15903,15696,15861,971550
2017-06-13,15737,15986,15717,15944,986280
2017-06-14,15944,16296,15944,16213,2818810
2017-06-15,16213,16378,16151,16337,2996650
2017-06-16,16482,16482,16234,16337,2708280
2017-06-19,16482,16544,16296,16420,1526720
2017-06-20,16461,16461,16254,16337,2278990
2017-06-21,16254,16275,15717,15986,2270290
2017-06-22,16006,16027,15758,15758,1355410
2017-06-23,15737,15799,15613,15758,1880570
2017-06-26,15841,15965,15779,15924,1214450
2017-06-27,16048,16068,15820,15820,1026510
2017-06-28,15820,15841,15655,15737,1400580
2017-06-29,15841,15861,15675,15799,841580
2017-06-30,15841,15965,15758,15924,854400
2017-07-03,15924,16192,15882,16089,1812960
